Geneid	Chr	Start	End	Strand	Length	R16	R17	R18	R19	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R30
yibG	U00096.3	3768177	3768638	+	462	27	20	19	15	10	2	2	9	6	8	3	1	5	4	2
yibV	U00096.3	3769345	3769680	+	336	23	7	7	8	10	5	1	2	2	2	1	2	3	3	1
yibH	U00096.3	3770243	3771379	-	1137	64	41	25	21	23	12	6	9	8	20	10	10	9	22	5
yibI	U00096.3	3771382	3771744	-	363	18	10	10	9	4	3	3	2	3	10	7	2	5	8	5
mtlA	U00096.3	3772281	3774194	+	1914	338	554	381	468	232	124	126	158	146	251	207	134	195	111	118
mtlD	U00096.3	3774424	3775572	+	1149	239	326	267	308	215	130	113	143	111	162	88	69	93	59	75
mtlR	U00096.3	3775572	3776159	+	588	314	469	458	362	281	268	272	276	312	545	196	198	256	250	291
yibT	U00096.3	3776171	3776380	-	210	859	1318	1868	991	785	492	806	557	605	647	325	744	513	972	781
yibL	U00096.3	3776665	3777027	+	363	107	162	111	130	76	351	333	352	372	552	101	89	166	74	114
lldP	U00096.3	3777399	3779054	+	1656	434	681	396	689	366	210	72	361	207	268	232	288	414	189	196
lldR	U00096.3	3779054	3779830	+	777	196	339	210	303	176	99	43	181	108	120	114	125	250	94	124
lldD	U00096.3	3779827	3781017	+	1191	161	234	126	234	122	101	46	183	104	108	78	94	208	66	87
trmL	U00096.3	3781215	3781688	+	474	96	142	66	105	68	156	104	100	97	98	42	75	94	40	48
cysE	U00096.3	3781741	3782562	-	822	233	386	220	346	236	443	260	311	329	319	176	173	191	124	129
gpsA	U00096.3	3782642	3783661	-	1020	338	636	464	590	430	682	395	504	462	487	376	385	441	285	239
secB	U00096.3	3783661	3784128	-	468	305	506	381	456	303	514	297	407	330	497	422	356	447	253	240
grxC	U00096.3	3784191	3784442	-	252	177	378	227	285	201	397	242	305	254	220	233	243	333	152	124
yibN	U00096.3	3784584	3785015	-	432	190	292	185	259	155	340	246	223	298	292	197	206	257	127	128
gpmM	U00096.3	3785260	3786804	+	1545	295	396	392	297	203	836	725	719	735	831	156	140	262	138	213
envC	U00096.3	3786838	3788097	+	1260	141	195	134	155	110	347	232	256	268	252	71	75	122	73	72
yibQ	U00096.3	3788101	3789060	+	960	91	76	76	58	57	108	76	76	103	83	23	23	39	28	29
waaH	U00096.3	3789047	3790081	-	1035	57	44	38	22	42	46	31	28	28	20	7	11	12	10	14
tdh	U00096.3	3790320	3791345	-	1026	549	968	680	716	462	1321	996	1208	1315	1495	441	358	511	269	361
kbl	U00096.3	3791355	3792551	-	1197	512	1054	732	808	514	1208	954	1165	1236	1355	474	374	567	284	359
htrL	U00096.3	3792826	3793683	-	858	269	252	226	148	112	142	166	95	110	88	49	37	38	42	23
rfaD	U00096.3	3793987	3794919	+	933	167	287	202	221	152	332	207	354	343	402	219	155	247	121	165
waaF	U00096.3	3794929	3795975	+	1047	160	281	186	202	154	386	227	373	321	283	172	136	202	97	125
waaC	U00096.3	3795979	3796938	+	960	132	201	138	142	100	203	136	189	150	138	62	62	84	44	66
waaL	U00096.3	3796948	3798207	+	1260	447	505	391	362	296	337	232	260	200	141	72	111	94	83	67
waaU	U00096.3	3798239	3799312	-	1074	300	355	302	374	266	296	179	267	197	136	78	86	68	76	58
waaZ	U00096.3	3799345	3800196	-	852	70	76	65	69	62	97	72	93	75	88	26	19	19	11	10
waaY	U00096.3	3800267	3800965	-	699	126	195	146	185	115	212	128	205	139	121	68	54	49	35	31
waaJ	U00096.3	3800983	3801999	-	1017	304	411	329	347	210	265	194	249	222	143	76	75	58	39	49
waaO	U00096.3	3802039	3803058	-	1020	279	397	262	346	198	267	203	257	203	148	92	78	69	47	55
waaB	U00096.3	3803058	3804137	-	1080	234	318	224	281	169	365	231	273	300	239	118	93	69	77	84
waaS	U00096.3	3804181	3805116	-	936	528	613	565	643	454	337	256	277	201	160	87	77	75	56	69
waaP	U00096.3	3805153	3805950	-	798	349	504	317	360	239	268	247	282	247	201	95	66	65	75	71
waaG	U00096.3	3805943	3807067	-	1125	349	547	371	449	274	396	301	390	307	300	146	96	115	117	118
waaQ	U00096.3	3807064	3808098	-	1035	319	426	293	379	211	323	219	333	295	342	166	89	122	77	116
waaA	U00096.3	3808540	3809817	+	1278	174	209	155	184	113	196	172	159	140	153	56	72	88	65	67
coaD	U00096.3	3809825	3810304	+	480	107	122	91	90	62	96	96	89	95	91	28	33	45	38	32
mutM	U00096.3	3810343	3811152	-	810	140	142	103	89	80	162	142	86	100	77	29	30	58	32	23
rpmG	U00096.3	3811250	3811417	-	168	629	977	755	798	638	1773	1154	937	1002	1118	698	687	1093	431	442
rpmB	U00096.3	3811438	3811674	-	237	891	1661	1062	1247	869	3813	2600	2022	2114	2325	1566	1284	2367	870	987
yicR	U00096.3	3811891	3812559	-	669	55	66	52	50	29	86	55	61	63	91	58	31	49	35	37
dfp	U00096.3	3812731	3813951	+	1221	270	380	310	365	225	576	398	465	424	411	169	208	234	160	126
dut	U00096.3	3813932	3814387	+	456	192	316	249	285	198	442	304	301	334	293	131	172	176	119	102
slmA	U00096.3	3814494	3815090	+	597	139	210	132	168	122	287	203	227	191	219	72	78	102	62	40
pyrE	U00096.3	3815127	3815768	-	642	44	29	42	30	37	37	22	29	25	17	12	15	15	16	10
rph	U00096.3	3815863	3816549	-	687	260	398	278	282	230	548	376	318	388	462	84	143	194	94	82
yicC	U00096.3	3816676	3817539	+	864	205	290	198	237	200	513	261	257	302	274	193	199	313	147	146
dinD	U00096.3	3817760	3818584	+	825	256	401	323	319	226	166	123	137	126	87	97	178	136	107	81
yicG	U00096.3	3818874	3819491	+	618	74	66	51	57	36	17	24	13	29	24	12	17	20	16	11
ligB	U00096.3	3819488	3821170	-	1683	113	107	113	119	68	59	40	42	47	59	33	42	38	39	21
gmk	U00096.3	3821428	3822051	+	624	678	1004	776	885	445	805	590	673	619	625	332	350	405	289	311
rpoZ	U00096.3	3822106	3822381	+	276	204	289	213	261	165	482	300	376	328	521	314	166	282	142	167
spoT	U00096.3	3822400	3824508	+	2109	470	750	556	576	422	969	706	644	649	659	366	264	468	235	234
trmH	U00096.3	3824515	3825204	+	690	103	117	90	59	61	161	112	117	132	105	35	37	40	38	35
recG	U00096.3	3825210	3827291	+	2082	220	235	164	180	162	482	269	354	352	329	83	104	96	70	81
gltS	U00096.3	3827460	3828665	-	1206	424	704	530	532	410	1158	747	664	684	934	424	441	817	289	302
xanP	U00096.3	3828945	3830336	+	1392	67	52	48	36	37	316	237	169	192	39	132	62	127	45	73
yicH	U00096.3	3830457	3832166	+	1710	240	344	259	266	194	574	476	536	516	590	169	134	154	116	154
yicI	U00096.3	3832219	3834537	-	2319	142	98	79	69	59	70	50	73	63	90	27	35	36	29	20
yicJ	U00096.3	3834547	3835929	-	1383	99	46	50	34	31	18	22	13	18	20	5	13	9	24	6
selC	U00096.3	3836222	3836316	+	95	4	2	3	5	6	5	2	4	2	0	3	1	4	4	1
setC	U00096.3	3836953	3838137	+	1185	34	11	16	11	15	3	3	3	4	2	0	10	4	9	1
yicL	U00096.3	3838248	3839171	+	924	90	69	77	93	43	52	56	50	60	41	23	39	41	34	28
nlpA	U00096.3	3839175	3839993	-	819	70	62	43	48	46	27	15	31	15	24	15	15	18	12	13
yicS	U00096.3	3840215	3840508	+	294	24	12	17	14	18	11	8	16	4	3	0	4	6	11	5
nepI	U00096.3	3840549	3841739	-	1191	58	40	48	39	40	59	58	37	38	17	18	21	54	20	14
yicN	U00096.3	3841950	3842402	-	453	40	31	34	24	14	29	16	22	17	41	8	15	18	7	9
adeQ	U00096.3	3842455	3843789	-	1335	129	59	81	57	41	13	14	9	14	20	7	21	12	21	15
adeD	U00096.3	3843964	3845730	+	1767	83	78	84	60	77	40	25	38	32	37	7	27	12	25	9
uhpT	U00096.3	3845776	3847167	-	1392	80	42	45	38	42	31	21	33	28	43	19	13	16	21	9
uhpC	U00096.3	3847305	3848624	-	1320	101	76	63	110	55	93	80	51	60	61	22	30	23	24	22
uhpB	U00096.3	3848634	3850136	-	1503	94	122	72	130	76	137	108	108	83	161	58	26	41	34	30
uhpA	U00096.3	3850136	3850726	-	591	85	144	79	173	83	163	94	132	106	220	96	52	81	42	36
ilvN	U00096.3	3850802	3851092	-	291	140	294	153	335	115	44	40	87	68	216	149	55	70	65	47
ilvB	U00096.3	3851096	3852784	-	1689	611	1230	573	1417	503	268	178	602	326	1046	724	264	369	254	262
ivbL	U00096.3	3852890	3852988	-	99	85	264	180	346	118	326	145	621	248	1244	719	216	422	261	254
istR	U00096.3	3853118	3853257	-	140	14	7	5	7	6	3	2	2	9	6	1	3	2	1	1
tisB	U00096.3	3853553	3853642	+	90	38	59	44	54	33	88	43	98	59	155	86	43	91	40	68
emrD	U00096.3	3853922	3855106	+	1185	73	82	69	81	54	53	40	43	37	86	22	10	26	19	23
yidF	U00096.3	3855114	3855611	-	498	94	146	117	124	62	58	33	78	56	127	65	34	49	38	42
yidG	U00096.3	3855608	3855970	-	363	40	36	27	35	20	38	29	37	38	52	22	13	28	20	16
yidH	U00096.3	3855960	3856307	-	348	27	12	10	25	11	18	19	27	13	30	13	11	16	11	12
yidI	U00096.3	3856415	3856864	+	450	49	38	33	41	31	31	9	31	19	35	17	12	19	23	18
yidJ	U00096.3	3856911	3858404	-	1494	110	49	38	50	43	31	20	26	24	31	10	14	11	17	9
yidK	U00096.3	3858401	3860116	-	1716	70	34	32	26	23	17	7	10	16	6	3	11	7	14	7
yidL	U00096.3	3860283	3861176	+	894	47	20	21	13	17	11	8	18	6	8	8	9	8	7	6
glvG	U00096.3	3861349	3861987	-	639	32	23	21	14	16	11	14	14	17	19	5	12	9	10	6
glvB	U00096.3	3861987	3862472	-	486	24	16	9	9	13	13	8	4	8	10	3	6	3	7	3
glvC	U00096.3	3862497	3863603	-	1107	60	16	17	12	15	14	10	8	4	6	2	4	6	14	3
yidP	U00096.3	3863899	3864615	+	717	40	41	27	18	19	13	9	15	7	7	8	8	7	13	4
yidE	U00096.3	3864612	3866273	-	1662	189	292	290	240	136	187	229	191	187	297	111	131	113	130	120
ibpB	U00096.3	3866469	3866897	-	429	239	312	420	157	128	115	180	129	222	160	17	33	40	52	91
ibpA	U00096.3	3867009	3867422	-	414	57	66	92	41	24	68	74	58	90	117	23	18	25	15	21
yidQ	U00096.3	3867728	3868060	+	333	121	271	225	274	170	156	92	188	112	241	163	128	172	110	130
yidR	U00096.3	3868062	3869309	-	1248	187	248	184	233	158	160	83	155	131	195	146	108	145	80	108
cbrA	U00096.3	3869377	3870441	+	1065	56	27	18	18	15	4	5	2	10	4	7	4	5	7	6
dgoT	U00096.3	3870438	3871730	-	1293	36	62	20	62	30	39	23	19	18	28	4	10	12	11	12
dgoD	U00096.3	3871850	3872998	-	1149	100	136	36	117	39	48	13	15	14	34	9	10	11	15	10
dgoA	U00096.3	3872995	3873612	-	618	76	66	28	67	31	33	16	18	12	25	8	11	12	9	9
dgoK	U00096.3	3873596	3874474	-	879	46	63	20	65	25	42	18	21	21	34	15	14	22	15	12
dgoR	U00096.3	3874471	3875160	-	690	63	119	45	102	63	66	33	32	32	50	15	15	20	20	22
yidX	U00096.3	3875438	3876094	+	657	65	42	52	55	32	40	36	47	35	69	6	10	22	13	18
yidA	U00096.3	3876140	3876952	-	813	108	119	110	102	85	250	212	219	198	205	56	74	132	59	59
yidB	U00096.3	3877067	3877465	-	399	64	54	40	35	20	28	11	14	28	20	8	10	11	9	11
gyrB	U00096.3	3877705	3880119	-	2415	1277	2301	1803	1967	1122	2579	1883	2092	2098	2077	733	651	778	529	655
recF	U00096.3	3880148	3881221	-	1074	467	999	646	746	453	676	568	456	439	386	102	129	139	102	123
dnaN	U00096.3	3881221	3882321	-	1101	444	744	535	650	391	883	722	630	735	728	247	186	220	169	220
dnaA	U00096.3	3882326	3883729	-	1404	675	1010	758	846	569	1160	915	831	884	961	396	303	448	287	270
ysdD	U00096.3	3884026	3884106	+	81	5	6	1	2	2	2	2	2	3	0	1	2	2	0	2
rpmH	U00096.3	3884336	3884476	+	141	122	188	150	179	95	617	432	341	354	441	302	205	277	154	121
rnpA	U00096.3	3884493	3884852	+	360	130	220	138	172	117	537	440	259	297	254	177	119	249	101	93
yidD	U00096.3	3884816	3885073	+	258	169	278	193	198	133	535	468	243	340	149	117	138	185	99	71
yidC	U00096.3	3885076	3886722	+	1647	444	733	507	585	416	1562	1188	860	924	834	512	370	572	280	307
mnmE	U00096.3	3886828	3888192	+	1365	226	385	259	234	210	597	418	423	548	480	101	99	128	74	135
tnaC	U00096.3	3888435	3888509	+	75	68	96	72	69	29	12	9	18	12	31	55	59	36	34	38
tnaA	U00096.3	3888730	3890145	+	1416	1211	2074	1402	1218	1164	349	273	397	262	567	658	461	598	376	359
tnaB	U00096.3	3890236	3891483	+	1248	241	304	246	186	165	33	28	49	31	56	82	91	116	97	49
mdtL	U00096.3	3891615	3892790	+	1176	118	106	85	48	45	44	84	42	47	18	23	36	38	43	42
yidZ	U00096.3	3892765	3893724	+	960	80	57	59	55	41	50	57	45	40	58	16	24	25	25	40
yieE	U00096.3	3893881	3894630	+	750	68	98	68	68	47	97	86	90	86	115	47	47	41	41	30
yieF	U00096.3	3894652	3895218	+	567	43	98	81	62	65	117	71	90	99	173	59	43	71	48	35
adeP	U00096.3	3895272	3896609	-	1338	299	407	318	334	263	606	506	400	417	353	129	201	339	166	147
yieH	U00096.3	3896774	3897439	+	666	50	57	32	43	35	40	29	44	24	27	21	26	19	14	16
cbrB	U00096.3	3897506	3897973	+	468	82	85	80	86	29	32	23	30	23	28	10	9	11	13	6
cbrC	U00096.3	3898022	3898609	+	588	83	121	103	102	71	47	54	36	33	63	13	28	29	11	15
yieK	U00096.3	3898671	3899393	-	723	42	26	18	23	18	16	21	10	8	20	10	10	9	9	4
yieL	U00096.3	3899408	3900577	-	1170	51	9	22	19	24	12	9	16	13	2	4	4	5	11	8
bglH	U00096.3	3900604	3902220	-	1617	63	20	20	33	21	17	10	8	11	6	4	7	3	11	11
bglB	U00096.3	3902289	3903701	-	1413	62	15	20	21	17	9	6	14	13	8	3	12	4	9	5
bglF	U00096.3	3903720	3905597	-	1878	171	157	101	103	82	110	133	131	108	134	48	49	71	57	49
bglG	U00096.3	3905731	3906567	-	837	27	17	10	12	16	5	3	2	1	2	1	4	2	15	2
phoU	U00096.3	3906853	3907578	-	726	84	147	89	113	102	120	68	96	83	135	64	44	43	36	40
pstB	U00096.3	3907593	3908366	-	774	157	223	183	209	137	167	114	141	138	158	92	76	84	69	62
pstA	U00096.3	3908549	3909439	-	891	59	76	48	79	48	70	37	48	52	66	15	12	24	13	20
pstC	U00096.3	3909439	3910398	-	960	82	84	66	70	31	53	38	56	53	55	21	26	14	16	19
pstS	U00096.3	3910485	3911525	-	1041	135	179	133	126	76	174	139	154	187	194	46	25	12	26	26
glmS	U00096.3	3911839	3913668	-	1830	421	871	676	674	444	2300	1498	2009	2211	2441	227	133	291	169	422
glmU	U00096.3	3913830	3915200	-	1371	314	579	430	429	317	1258	826	1018	1130	1164	178	126	209	111	213
atpC	U00096.3	3915553	3915972	-	420	382	732	480	612	400	1486	872	1240	1062	1338	575	392	507	235	329
atpD	U00096.3	3915993	3917375	-	1383	1039	2286	1243	1760	1055	4362	2326	3581	3542	3792	1670	1031	1487	682	869
atpG	U00096.3	3917402	3918265	-	864	1304	2802	1704	2350	1354	4503	2519	3548	3101	2715	1561	1184	1445	754	892
atpA	U00096.3	3918316	3919857	-	1542	1930	4184	2548	3369	2121	5893	3399	4472	4592	4922	2709	1958	2745	1332	1460
atpH	U00096.3	3919870	3920403	-	534	911	1769	1170	1525	1015	2024	1146	1551	1607	1661	1020	772	1068	573	569
atpF	U00096.3	3920418	3920888	-	471	1357	2388	1512	1959	1257	2208	1239	1601	1556	1766	1158	988	1196	671	618
atpE	U00096.3	3920950	3921189	-	240	1355	2307	1352	1686	1127	1683	867	1281	1248	1591	1054	958	1099	665	588
atpB	U00096.3	3921236	3922051	-	816	1802	2812	1999	2540	1581	2440	1415	1727	1590	1389	1385	1507	1634	1053	811
atpI	U00096.3	3922060	3922440	-	381	574	819	601	757	424	901	499	677	547	823	438	397	626	323	261
rsmG	U00096.3	3923057	3923680	-	624	113	168	135	125	84	356	235	262	277	341	50	54	61	40	50
mnmG	U00096.3	3923744	3925633	-	1890	471	677	426	601	375	1390	1027	1084	1175	1193	238	185	258	119	187
mioC	U00096.3	3926012	3926455	-	444	707	1093	773	788	503	781	638	563	566	403	242	274	319	190	201
asnC	U00096.3	3926545	3927003	-	459	33	23	17	22	15	25	17	18	21	16	15	15	18	19	17
asnA	U00096.3	3927155	3928147	+	993	810	752	401	1308	602	486	246	243	418	338	217	155	399	156	171
viaA	U00096.3	3928152	3929603	-	1452	176	195	151	242	125	274	204	184	229	209	63	40	72	64	88
ravA	U00096.3	3929597	3931093	-	1497	110	105	100	66	65	182	167	185	178	216	44	27	39	43	70
kup	U00096.3	3931316	3933184	+	1869	132	129	110	118	82	146	115	122	100	156	51	41	72	46	51
rbsD	U00096.3	3933351	3933770	+	420	2389	4479	3309	3188	2445	451	1057	691	496	620	936	1809	784	1037	690
rbsA	U00096.3	3933778	3935283	+	1506	307	614	473	457	300	292	403	242	222	379	204	187	130	116	109
rbsC	U00096.3	3935288	3936253	+	966	364	707	456	469	325	267	388	221	210	314	189	209	149	105	76
rbsB	U00096.3	3936278	3937168	+	891	8609	16770	15626	14388	11191	3339	2731	3612	2221	2873	3385	6140	3458	5436	4039
rbsK	U00096.3	3937294	3938223	+	930	237	487	354	381	249	419	323	374	352	450	201	140	142	119	111
rbsR	U00096.3	3938227	3939219	+	993	129	180	124	123	90	144	115	112	143	131	63	45	42	42	31
hsrA	U00096.3	3939185	3940612	-	1428	112	150	105	115	87	84	79	93	74	94	58	51	50	47	25
yieP	U00096.3	3940635	3941327	-	693	173	236	216	215	151	180	137	183	140	186	131	123	143	100	122
rrsC	U00096.3	3941808	3943349	+	1542	884466	1222206	973936	1139216	927114	1196503	940567	1064296	1174484	762195	1016173	1222650	1370642	1076205	1217595
gltU	U00096.3	3943435	3943510	+	76	57	35	40	40	23	145	90	92	70	149	70	35	96	28	35
rrlC	U00096.3	3943704	3946607	+	2904	1225863	1728641	1430019	1648346	1184158	2150047	1785169	1970727	2046063	1518438	1765361	2113787	2398611	1874592	2149367
rrfC	U00096.3	3946700	3946819	+	120	519	1004	817	1130	597	2424	1610	1572	1421	3538	2238	1104	3099	1068	1568
aspT	U00096.3	3946872	3946948	+	77	272	305	205	263	194	399	224	189	184	325	130	128	205	93	90
trpT	U00096.3	3946957	3947032	+	76	190	169	113	152	104	215	115	116	96	207	75	62	119	48	48
hdfR	U00096.3	3947128	3947967	-	840	155	171	146	146	103	218	173	186	147	173	94	82	104	65	73
maoP	U00096.3	3948086	3948424	+	339	46	61	51	82	30	100	67	84	82	120	31	37	52	22	34
yifB	U00096.3	3948449	3949969	-	1521	113	77	74	63	74	95	89	66	62	47	14	34	30	35	17
ilvL	U00096.3	3950322	3950420	+	99	44	69	45	86	28	82	31	93	68	293	84	23	68	30	41
ilvX	U00096.3	3950507	3950557	+	51	27	64	25	80	31	27	10	53	36	125	34	13	12	15	12
ilvM	U00096.3	3952201	3952464	+	264	217	306	150	308	111	98	87	85	81	107	52	40	37	35	29
ilvE	U00096.3	3952484	3953413	+	930	462	672	351	692	352	345	223	292	270	394	144	133	160	106	105
ilvD	U00096.3	3953478	3955328	+	1851	347	550	345	541	312	483	342	430	471	599	158	117	187	104	130
ilvA	U00096.3	3955331	3956875	+	1545	129	168	123	166	94	295	149	236	220	365	86	31	71	47	79
ilvY	U00096.3	3956927	3957820	-	894	83	85	47	51	53	78	53	97	82	102	43	34	59	37	47
ilvC	U00096.3	3957970	3959445	+	1476	291	590	234	271	250	173	75	111	113	125	44	27	38	31	27
ppiC	U00096.3	3959532	3959813	-	282	49	65	47	58	37	100	70	86	77	131	54	43	63	36	44
rep	U00096.3	3960677	3962698	+	2022	336	610	373	433	277	923	675	677	784	691	175	166	244	136	186
gpp	U00096.3	3962745	3964229	-	1485	543	883	654	720	493	1255	910	1099	1075	1104	344	321	377	238	327
rhlB	U00096.3	3964365	3965630	-	1266	870	1514	1054	1196	719	1539	1096	1373	1311	1315	657	660	820	484	503
trxA	U00096.3	3965761	3966090	+	330	390	632	565	657	375	1104	707	1101	937	1623	759	495	701	392	491
rhoL	U00096.3	3966231	3966332	+	102	1496	2049	1617	1755	784	1636	1464	1613	1278	985	575	818	679	809	631
rho	U00096.3	3966417	3967676	+	1260	1837	2763	2185	2564	1584	3384	2860	3283	2873	2900	1518	1382	1645	1104	1166
rfe	U00096.3	3967916	3969019	+	1104	187	242	165	211	132	356	221	266	296	310	140	97	129	89	88
wzzE	U00096.3	3969031	3970077	+	1047	160	174	119	159	99	290	181	204	275	244	89	68	94	53	72
wecB	U00096.3	3970133	3971263	+	1131	161	213	158	191	138	289	189	196	226	189	81	69	108	69	70
wecC	U00096.3	3971260	3972522	+	1263	141	220	137	176	166	391	204	210	212	207	100	58	99	66	57
rffG	U00096.3	3972522	3973589	+	1068	200	313	180	226	185	378	208	227	198	187	78	67	96	55	72
rffH	U00096.3	3973608	3974489	+	882	130	175	102	126	83	244	143	167	172	185	70	44	66	30	50
rffC	U00096.3	3974467	3975141	+	675	75	133	90	96	74	241	139	175	188	181	69	35	54	29	46
wecE	U00096.3	3975146	3976276	+	1131	114	262	154	204	132	337	199	269	258	291	69	80	85	62	86
wzxE	U00096.3	3976278	3977528	+	1251	246	415	203	286	204	426	244	340	326	343	90	71	108	73	82
rffT	U00096.3	3977525	3978604	+	1080	96	122	103	101	70	227	122	183	167	202	51	50	62	48	56
wzyE	U00096.3	3978601	3979953	+	1353	104	139	105	103	62	207	93	124	107	109	35	31	36	19	35
rffM	U00096.3	3979956	3980696	+	741	79	117	101	101	68	157	95	103	91	116	35	35	39	19	37
yifK	U00096.3	3980887	3982272	+	1386	225	279	283	247	143	112	96	88	91	130	60	77	49	79	108
argX	U00096.3	3982375	3982451	+	77	115	141	107	97	51	218	110	142	122	152	74	81	203	52	58
hisR	U00096.3	3982509	3982585	+	77	359	469	409	385	219	522	299	314	254	352	178	216	437	147	123
leuT	U00096.3	3982606	3982692	+	87	237	364	272	276	151	302	144	153	112	243	112	106	220	86	44
proM	U00096.3	3982735	3982811	+	77	46	52	28	37	23	51	19	23	14	21	18	8	42	16	10
aslB	U00096.3	3982958	3984193	+	1236	85	54	52	57	39	52	45	35	29	47	17	25	18	18	8
aslA	U00096.3	3984352	3986007	-	1656	109	52	54	37	47	48	32	37	27	30	16	14	14	19	11
glmZ	U00096.3	3986432	3986603	+	172	233	389	405	454	153	1827	1371	1779	1558	2069	931	776	2102	1065	1756
hemY	U00096.3	3986686	3987882	-	1197	381	715	497	555	402	887	615	796	733	717	205	226	280	178	226
hemX	U00096.3	3987885	3989066	-	1182	444	781	529	584	435	706	489	712	670	555	217	283	326	218	251
hemD	U00096.3	3989088	3989828	-	741	298	484	355	430	270	370	254	345	350	269	123	203	185	133	144
hemC	U00096.3	3989825	3990766	-	942	152	287	207	248	165	315	201	321	254	330	152	130	217	99	175
cyaA	U00096.3	3991153	3993699	+	2547	540	919	816	735	591	1292	1038	1362	1349	1370	477	478	676	394	512
cyaY	U00096.3	3993739	3994059	-	321	37	51	51	44	21	79	48	56	46	59	22	25	33	14	27
yzcX	U00096.3	3993850	3994335	+	486	59	90	70	76	34	63	39	49	31	44	26	39	28	32	31
yifL	U00096.3	3994522	3994725	+	204	36	46	39	44	28	90	39	41	54	68	38	25	44	20	32
dapF	U00096.3	3994762	3995586	+	825	149	232	181	231	150	352	172	241	267	231	108	84	110	66	100
yigA	U00096.3	3995583	3996290	+	708	136	187	120	155	90	277	126	193	225	182	65	57	80	31	88
xerC	U00096.3	3996287	3997183	+	897	317	554	324	436	254	899	409	532	623	383	72	139	154	108	152
yigB	U00096.3	3997183	3997899	+	717	106	191	137	152	107	586	280	369	395	319	48	41	72	50	79
uvrD	U00096.3	3997983	4000145	+	2163	214	299	202	287	201	602	332	392	464	477	129	90	126	73	122
yigE	U00096.3	4000292	4001056	-	765	52	38	30	28	24	38	21	32	26	31	5	13	10	13	14
corA	U00096.3	4001426	4002376	+	951	350	444	325	451	239	399	292	420	368	409	167	141	234	126	109
yigF	U00096.3	4002419	4002799	-	381	24	21	25	24	11	11	18	14	10	10	4	1	4	6	3
yigG	U00096.3	4002813	4003193	-	381	17	9	7	11	7	3	8	6	3	1	0	1	2	2	1
rarD	U00096.3	4003288	4004178	-	891	46	60	35	39	49	27	28	27	34	37	18	14	25	11	9
yigI	U00096.3	4004230	4004697	-	468	56	84	55	73	42	56	32	61	41	75	42	20	31	18	27
pldA	U00096.3	4004862	4005731	+	870	121	121	106	94	68	218	163	189	159	218	57	57	88	57	45
recQ	U00096.3	4005864	4007693	+	1830	217	222	219	206	139	407	269	230	260	197	67	94	151	75	92
rhtC	U00096.3	4007757	4008377	+	621	95	102	89	119	66	134	102	126	128	153	65	48	78	42	74
rhtB	U00096.3	4008439	4009059	-	621	106	84	74	69	61	74	58	70	63	61	24	24	31	31	16
pldB	U00096.3	4009170	4010192	+	1023	255	369	253	257	170	390	262	314	327	351	116	137	181	98	149
yigL	U00096.3	4010200	4011000	+	801	216	317	251	215	133	404	227	308	263	330	93	115	172	78	81
bioP	U00096.3	4011076	4011975	+	900	52	33	30	37	27	62	40	47	43	57	35	19	34	15	18
metR	U00096.3	4011863	4012816	-	954	48	19	23	22	17	41	20	18	25	27	12	9	14	10	6
metE	U00096.3	4013053	4015314	+	2262	103	64	79	50	45	74	55	61	55	67	22	23	39	33	19
ysgA	U00096.3	4015354	4016169	-	816	124	150	118	136	109	73	40	136	90	209	175	121	192	94	120
udp	U00096.3	4016431	4017192	+	762	176	190	119	135	111	112	95	135	106	183	107	71	105	65	58
rmuC	U00096.3	4017333	4018760	+	1428	248	349	266	311	223	137	130	148	118	162	74	81	63	78	66
ubiE	U00096.3	4018855	4019610	+	756	269	427	303	325	220	402	278	362	418	435	196	171	243	133	140
ubiJ	U00096.3	4019624	4020229	+	606	147	218	157	176	126	277	171	244	232	304	117	78	142	67	97
esrE	U00096.3	4019978	4020229	+	252	100	161	106	122	84	178	112	150	146	162	65	55	84	42	60
ubiB	U00096.3	4020226	4021866	+	1641	424	716	527	517	394	780	494	633	584	555	226	231	290	167	203
tatA	U00096.3	4021945	4022214	+	270	547	841	664	626	482	813	551	710	624	783	375	334	434	281	326
tatB	U00096.3	4022218	4022733	+	516	219	338	262	265	182	529	306	388	397	527	172	129	219	109	130
tatC	U00096.3	4022736	4023512	+	777	165	243	190	180	121	416	245	314	321	416	87	86	118	67	81
tatD	U00096.3	4023554	4024336	+	783	107	111	71	80	71	155	104	107	110	76	21	48	71	37	31
rfaH	U00096.3	4024333	4024821	-	489	53	53	45	49	29	81	39	48	53	45	11	16	31	9	12
ubiD	U00096.3	4024988	4026481	+	1494	592	1024	757	772	524	891	624	814	740	860	358	359	404	280	331
fre	U00096.3	4026527	4027228	+	702	352	636	430	506	350	684	451	522	520	631	261	257	321	198	258
fadA	U00096.3	4027609	4028772	-	1164	946	2028	1062	1934	717	298	203	841	439	1302	1200	775	903	845	576
fadB	U00096.3	4028782	4030971	-	2190	4340	8851	5159	8532	3172	957	420	3472	1376	4808	4628	2765	2346	3538	1692
pepQ	U00096.3	4031161	4032492	+	1332	707	1369	946	1101	723	1298	804	1223	1035	1091	723	834	1069	586	536
yigZ	U00096.3	4032492	4033106	+	615	185	288	216	232	146	314	176	301	238	265	128	128	158	85	94
trkH	U00096.3	4033145	4034596	+	1452	231	333	193	242	175	414	245	317	294	352	143	113	176	90	124
