Geneid	Chr	Start	End	Strand	Length	R76	R77	R78	R79	R80	R81	R82	R83	R84	R85	R86	R87	R88	R89	R90
fic	U00096.3	3490861	3491463	-	603	61	64	51	53	81	57	51	37	66	51	87	29	60	62	44
yhfG	U00096.3	3491453	3491620	-	168	12	8	13	11	10	7	6	9	15	12	17	7	3	8	6
ppiA	U00096.3	3491725	3492297	-	573	31	28	17	40	40	33	40	63	66	53	71	20	44	61	25
tsgA	U00096.3	3492568	3493749	+	1182	8	12	4	26	4	6	17	8	12	16	11	13	13	13	11
nirB	U00096.3	3494011	3496554	+	2544	65	32	15	42	30	90	190	135	198	198	73	30	36	70	44
nirD	U00096.3	3496551	3496877	+	327	15	4	5	3	0	17	33	19	38	48	13	4	7	15	9
nirC	U00096.3	3497003	3497809	+	807	3	3	1	11	1	3	11	5	3	6	11	5	6	7	7
cysG	U00096.3	3497828	3499201	+	1374	33	46	27	34	34	28	62	55	78	78	93	32	55	87	39
yhfL	U00096.3	3499448	3499615	+	168	0	0	0	5	1	1	0	2	1	0	0	2	0	2	0
frlA	U00096.3	3499910	3501247	+	1338	5	2	4	25	4	6	11	7	18	5	6	8	7	3	10
frlB	U00096.3	3501268	3502290	+	1023	3	5	5	13	10	7	7	17	11	10	11	8	5	11	8
frlC	U00096.3	3502340	3503170	+	831	2	5	3	14	4	5	8	10	5	9	12	11	6	11	4
frlD	U00096.3	3503167	3503952	+	786	6	2	4	9	4	2	6	4	6	7	6	10	4	9	6
frlR	U00096.3	3504052	3504783	+	732	12	16	11	20	13	14	29	25	11	21	22	16	20	28	18
yhfS	U00096.3	3504935	3506020	-	1086	7	11	4	32	6	8	19	17	21	14	21	10	8	17	12
yhfT	U00096.3	3506032	3507336	-	1305	7	6	4	17	6	7	11	8	9	11	9	8	6	10	8
yhfU	U00096.3	3507348	3507701	-	354	5	3	2	2	4	1	3	2	4	1	1	3	2	5	3
php	U00096.3	3507712	3508590	-	879	7	5	1	11	6	6	9	17	7	6	12	4	8	9	8
yhfW	U00096.3	3508587	3509813	-	1227	3	5	4	23	5	5	7	11	18	10	11	5	8	5	12
yhfX	U00096.3	3509813	3510976	-	1164	3	2	4	18	2	8	8	8	9	5	6	13	8	5	4
yhfY	U00096.3	3511060	3511422	-	363	5	5	2	8	3	2	4	7	7	2	9	3	17	9	4
yhfZ	U00096.3	3511439	3512344	-	906	19	32	12	26	17	14	15	24	13	30	38	18	33	53	32
trpS	U00096.3	3512634	3513638	-	1005	79	121	71	71	98	101	129	139	127	180	194	90	184	210	84
gph	U00096.3	3513631	3514389	-	759	58	76	43	47	63	70	88	84	73	94	107	58	84	128	64
rpe	U00096.3	3514382	3515059	-	678	45	38	32	43	56	43	53	54	52	79	67	35	52	114	34
dam	U00096.3	3515077	3515913	-	837	41	42	30	36	47	44	71	67	46	76	79	57	82	117	50
damX	U00096.3	3516020	3517306	-	1287	264	267	198	176	293	248	396	319	378	462	506	267	529	561	322
aroB	U00096.3	3517398	3518486	-	1089	331	326	207	222	308	267	380	436	434	587	638	349	605	808	336
aroK	U00096.3	3518543	3519064	-	522	71	134	65	61	90	63	75	115	87	110	114	87	128	157	84
hofQ	U00096.3	3519465	3520703	-	1239	11	8	5	20	15	8	13	8	12	8	7	11	10	22	8
hofP	U00096.3	3520615	3521019	-	405	4	2	6	6	2	7	8	7	4	9	4	2	9	10	4
hofO	U00096.3	3521009	3521449	-	441	3	2	3	6	3	8	1	7	7	3	3	4	2	4	4
hofN	U00096.3	3521433	3521972	-	540	5	4	3	14	6	3	9	9	6	4	5	3	9	7	1
hofM	U00096.3	3521972	3522751	-	780	8	6	9	13	7	7	11	6	17	12	8	8	9	10	11
mrcA	U00096.3	3522871	3525423	+	2553	59	51	24	71	68	66	67	85	81	127	77	69	178	127	88
nudE	U00096.3	3525589	3526149	-	561	24	20	9	20	18	17	19	36	35	35	27	18	17	37	7
igaA	U00096.3	3526469	3528604	+	2136	25	24	15	26	23	28	47	28	32	33	34	25	43	54	26
yrfG	U00096.3	3528669	3529337	+	669	68	43	41	43	54	62	82	60	102	68	130	61	95	103	67
hslR	U00096.3	3529348	3529749	+	402	24	39	24	30	29	36	47	52	54	46	75	46	54	64	36
hslO	U00096.3	3529774	3530652	+	879	68	44	37	52	47	42	51	74	72	55	102	59	88	88	53
yhgE	U00096.3	3530715	3532439	-	1725	20	15	17	43	18	24	30	23	29	35	19	20	22	40	20
pck	U00096.3	3532818	3534440	+	1623	1105	1246	832	635	1254	480	757	825	640	1188	1783	648	928	2608	537
envZ	U00096.3	3534516	3535868	-	1353	47	55	32	31	51	34	57	50	80	65	93	42	61	77	42
ompR	U00096.3	3535865	3536584	-	720	21	32	26	30	36	35	47	41	52	76	49	26	38	74	45
greB	U00096.3	3536812	3537288	+	477	7	8	5	12	8	11	13	3	14	11	11	6	10	13	9
yhgF	U00096.3	3537385	3539706	+	2322	88	81	62	66	63	61	83	101	101	134	93	56	128	171	78
feoA	U00096.3	3540163	3540390	+	228	10	10	2	13	9	6	10	3	6	11	4	4	5	19	9
feoB	U00096.3	3540407	3542728	+	2322	21	30	17	48	19	23	22	34	38	33	25	30	30	43	33
feoC	U00096.3	3542728	3542964	+	237	2	8	4	10	2	4	6	6	9	6	17	8	4	15	10
rpnA	U00096.3	3543167	3544045	+	879	2	4	6	18	9	4	10	4	5	13	4	5	8	21	15
bioH	U00096.3	3544074	3544844	-	771	5	7	7	19	13	4	10	16	12	17	12	15	21	15	8
yhgH	U00096.3	3544882	3545565	+	684	15	22	15	28	18	16	33	31	28	40	41	27	35	72	26
nfuA	U00096.3	3545624	3546199	+	576	71	72	63	53	61	58	62	97	79	112	94	62	118	160	55
gntT	U00096.3	3546559	3547875	+	1317	13	8	2	21	5	13	16	11	13	14	22	17	23	19	14
malQ	U00096.3	3547986	3550070	-	2085	98	53	48	80	82	52	85	83	87	105	153	70	104	155	58
malP	U00096.3	3550080	3552473	-	2394	92	51	42	82	97	51	83	74	79	80	122	63	86	128	46
malT	U00096.3	3553085	3555790	+	2706	148	116	71	84	119	59	102	100	109	156	284	102	149	295	84
rtcA	U00096.3	3555833	3556849	-	1017	10	7	10	21	14	14	15	18	12	23	23	11	20	12	6
rtcB	U00096.3	3556853	3558079	-	1227	4	7	10	18	9	9	16	13	14	14	19	12	15	16	8
rtcR	U00096.3	3558268	3559866	+	1599	5	8	1	29	6	5	12	22	13	12	14	10	16	21	11
glpG	U00096.3	3560622	3561452	-	831	44	47	36	50	71	63	71	82	85	85	84	58	124	112	63
glpE	U00096.3	3561497	3561823	-	327	10	6	6	6	10	8	15	15	12	15	6	8	22	20	14
glpD	U00096.3	3562013	3563518	+	1506	37	59	37	67	28	110	67	38	85	122	102	65	266	261	199
yzgL	U00096.3	3563724	3564005	-	282	3	8	5	17	5	9	9	3	14	18	14	7	24	28	20
glgP	U00096.3	3564134	3566581	-	2448	258	216	160	183	303	177	357	304	338	359	540	151	290	455	181
glgA	U00096.3	3566600	3568033	-	1434	179	163	92	111	213	108	199	158	137	212	385	113	193	326	131
glgC	U00096.3	3568033	3569328	-	1296	335	267	168	188	381	205	434	283	302	335	567	206	361	518	217
glgX	U00096.3	3569346	3571319	-	1974	144	155	111	125	168	115	200	140	158	219	340	113	169	253	106
glgB	U00096.3	3571316	3573502	-	2187	127	118	87	87	117	74	153	130	140	164	228	112	127	227	78
asd	U00096.3	3573775	3574878	-	1104	211	211	128	212	231	194	449	337	332	343	557	332	349	467	223
yhgN	U00096.3	3575071	3575664	+	594	12	25	24	32	26	18	22	24	22	19	16	19	35	35	26
gntU	U00096.3	3575721	3577061	-	1341	4	9	5	13	5	12	11	11	16	10	19	11	9	14	11
gntK	U00096.3	3577065	3577592	-	528	2	1	1	11	1	3	3	4	1	8	6	3	3	2	7
gntR	U00096.3	3577731	3578726	-	996	33	20	18	29	24	15	31	35	32	44	44	13	52	55	23
yhhW	U00096.3	3578950	3579645	-	696	10	9	10	18	29	14	53	18	35	29	32	35	14	27	18
yhhX	U00096.3	3579768	3580805	-	1038	13	32	20	39	33	24	35	45	33	45	37	24	30	53	16
ryhB	U00096.3	3580927	3581016	-	90	3	0	1	3	1	1	0	0	0	1	0	2	3	1	3
yhhY	U00096.3	3581138	3581626	+	489	8	6	6	10	7	6	12	7	19	12	7	6	6	10	3
yhhZ	U00096.3	3581863	3583041	+	1179	1	1	1	16	1	3	10	2	6	1	3	11	2	2	1
insA-6	U00096.3	3583483	3583758	+	276	26	14	7	27	34	6	15	8	16	29	91	18	52	99	21
insB-6	U00096.3	3583677	3584180	+	504	21	5	6	18	34	4	9	8	15	29	66	20	37	68	20
yrhD	U00096.3	3584404	3584559	+	156	1	1	0	3	0	0	0	1	0	0	0	2	0	1	0
yrhB	U00096.3	3584759	3585043	+	285	1	0	0	5	0	1	1	2	6	0	1	1	2	0	0
ggt	U00096.3	3585081	3586823	-	1743	26	24	21	44	31	18	17	18	31	24	23	27	5	27	11
yhhA	U00096.3	3586943	3587383	+	441	20	13	13	20	15	26	28	19	26	25	40	17	24	36	20
ugpQ	U00096.3	3587370	3588113	-	744	16	20	16	21	26	14	17	18	25	24	34	13	26	30	21
ugpC	U00096.3	3588110	3589180	-	1071	28	40	29	38	42	35	46	48	44	34	68	21	41	52	32
ugpE	U00096.3	3589182	3590027	-	846	5	8	7	17	11	5	20	5	5	5	9	6	2	9	4
ugpA	U00096.3	3590024	3590911	-	888	7	5	2	21	6	4	7	5	7	3	4	3	4	4	4
ugpB	U00096.3	3591009	3592325	-	1317	58	99	70	64	74	17	38	33	42	56	74	34	20	83	17
livF	U00096.3	3592724	3593437	-	714	31	14	5	20	27	10	29	30	35	23	68	16	11	17	12
livG	U00096.3	3593439	3594206	-	768	10	13	6	25	12	2	25	15	12	18	25	16	15	18	8
livM	U00096.3	3594203	3595480	-	1278	5	5	3	22	13	8	14	14	12	13	20	6	12	12	10
livH	U00096.3	3595477	3596403	-	927	13	2	2	12	4	4	3	1	7	4	17	10	2	14	3
livK	U00096.3	3596451	3597560	-	1110	42	14	11	40	45	11	26	26	32	12	50	20	6	16	10
panZ	U00096.3	3597984	3598367	+	384	8	6	3	19	10	5	17	12	13	11	16	10	9	21	8
livJ	U00096.3	3598555	3599658	-	1104	159	73	34	87	134	26	68	65	113	107	246	36	19	93	22
rpoH	U00096.3	3599929	3600783	-	855	142	101	51	98	142	129	150	124	176	266	262	106	182	283	147
ftsX	U00096.3	3601028	3602086	-	1059	40	31	38	48	34	38	54	51	55	74	92	45	79	104	30
ftsE	U00096.3	3602079	3602747	-	669	18	27	20	24	28	29	48	35	37	60	40	24	43	67	32
ftsY	U00096.3	3602750	3604243	-	1494	81	105	68	89	100	100	108	101	103	223	180	77	173	269	109
rsmD	U00096.3	3604393	3604989	+	597	11	6	13	32	16	16	9	19	21	16	24	18	40	32	24
yhhL	U00096.3	3604979	3605248	+	270	4	4	3	13	5	3	7	9	10	12	14	7	9	12	5
yhhM	U00096.3	3605251	3605610	-	360	8	7	4	24	6	6	12	12	12	18	11	8	8	26	4
yhhN	U00096.3	3605751	3606377	+	627	5	6	5	8	5	5	9	15	14	15	13	7	5	20	5
zntA	U00096.3	3606451	3608649	+	2199	34	21	28	72	54	44	121	66	91	72	250	150	139	207	103
tusA	U00096.3	3608751	3608996	-	246	5	3	2	3	3	6	12	7	20	12	15	4	19	22	9
yhhQ	U00096.3	3609217	3609882	+	666	10	14	3	12	8	9	5	5	21	15	21	11	13	18	12
dcrB	U00096.3	3609955	3610512	+	558	99	99	74	65	93	62	93	84	93	133	145	45	107	168	76
yhhS	U00096.3	3610516	3611733	-	1218	15	12	9	26	13	13	17	14	21	24	33	18	22	32	12
yhhT	U00096.3	3611865	3612914	+	1050	15	14	13	25	24	10	27	15	10	13	25	19	22	23	18
acpT	U00096.3	3612969	3613556	+	588	12	5	7	26	17	7	18	16	14	18	25	9	22	31	7
nikA	U00096.3	3613667	3615241	+	1575	1	3	6	22	5	7	16	8	12	10	5	5	14	11	7
nikB	U00096.3	3615241	3616185	+	945	0	3	2	13	1	2	6	6	4	4	3	5	5	2	7
nikC	U00096.3	3616182	3617015	+	834	2	3	7	20	4	3	11	5	7	4	5	4	7	6	8
nikD	U00096.3	3617015	3617779	+	765	1	5	4	18	6	8	4	10	6	9	8	13	16	11	13
nikE	U00096.3	3617776	3618582	+	807	0	6	2	17	4	7	7	5	8	8	5	13	4	8	14
nikR	U00096.3	3618588	3618989	+	402	7	9	3	7	8	3	6	4	7	18	11	5	5	12	9
rhsB	U00096.3	3619192	3623427	+	4236	29	19	26	84	36	29	34	42	38	48	33	42	46	52	50
yhhH	U00096.3	3623399	3623782	+	384	1	0	0	5	6	2	2	0	3	3	0	5	5	0	4
yhhI	U00096.3	3624378	3625514	+	1137	2	3	5	21	4	2	8	15	8	5	1	6	8	6	6
yhhJ	U00096.3	3625679	3626803	-	1125	25	18	15	28	28	16	37	25	30	46	42	16	24	37	18
rbbA	U00096.3	3626803	3629538	-	2736	30	35	38	71	43	33	66	66	50	56	42	35	46	62	26
yhiI	U00096.3	3629535	3630602	-	1068	50	46	37	43	28	29	40	49	40	60	35	11	37	66	15
yhiJ	U00096.3	3630968	3632590	-	1623	5	7	7	32	10	6	7	14	7	9	4	8	6	5	12
yhiM	U00096.3	3634841	3635893	+	1053	8	10	6	30	13	13	27	13	15	16	33	25	23	20	16
yhiN	U00096.3	3636208	3637410	-	1203	70	82	30	46	39	47	53	50	47	77	33	37	88	84	51
pitA	U00096.3	3637642	3639141	+	1500	144	144	91	89	115	118	105	137	114	219	144	73	249	234	125
uspB	U00096.3	3639385	3639720	-	336	18	20	18	19	20	8	10	14	16	12	21	11	14	7	12
uspA	U00096.3	3640111	3640545	+	435	227	310	252	219	243	201	218	286	206	290	234	125	242	393	165
dtpB	U00096.3	3640862	3642331	+	1470	39	56	56	66	56	66	48	84	44	119	68	37	108	132	64
rsmJ	U00096.3	3642380	3643132	-	753	25	18	16	31	21	28	18	21	18	24	34	13	21	34	14
prlC	U00096.3	3643140	3645182	-	2043	99	115	70	88	103	79	91	90	90	125	133	72	84	143	49
rlmJ	U00096.3	3645385	3646227	+	843	42	34	12	27	45	32	20	35	37	41	42	36	27	74	19
gor	U00096.3	3646299	3647651	+	1353	188	157	138	247	199	158	262	272	229	166	234	146	268	266	160
dinQ	U00096.3	3647705	3647788	-	84	139	113	85	111	162	92	98	144	143	115	137	56	143	195	75
agrA	U00096.3	3648063	3648146	+	84	6	4	3	5	3	2	3	6	7	1	3	3	1	2	9
agrB	U00096.3	3648294	3648377	+	84	1	1	1	3	0	3	0	2	2	1	0	0	1	0	1
arsR	U00096.3	3648528	3648881	+	354	1	2	2	4	2	1	4	5	5	2	0	2	3	2	3
arsB	U00096.3	3648935	3650224	+	1290	9	5	9	28	7	6	14	7	13	5	7	12	9	6	4
arsC	U00096.3	3650237	3650662	+	426	2	6	2	10	6	2	3	6	6	9	4	2	6	2	4
insH-11	U00096.3	3652182	3653198	-	1017	142	136	77	104	143	123	175	300	169	286	390	95	478	640	245
slp	U00096.3	3653961	3654527	+	567	11	23	17	24	13	15	18	13	9	22	60	19	35	32	13
dctR	U00096.3	3654683	3655213	+	531	5	5	10	19	5	14	4	6	15	11	13	11	20	9	12
yhiD	U00096.3	3655255	3655902	-	648	10	5	7	15	12	16	13	20	12	24	32	18	35	43	15
hdeB	U00096.3	3655966	3656292	-	327	403	440	520	530	614	708	725	591	316	586	1078	649	1114	879	580
hdeA	U00096.3	3656408	3656740	-	333	503	532	615	728	753	778	907	751	364	642	1263	766	1264	1103	866
hdeD	U00096.3	3656995	3657567	+	573	108	76	89	83	142	179	183	187	83	223	408	158	378	321	197
arrS	U00096.3	3657986	3658054	-	69	114	67	65	119	104	79	72	55	28	51	205	109	195	104	74
gadE	U00096.3	3658366	3658893	+	528	62	84	68	112	88	42	39	38	30	30	126	40	63	38	37
gadF	U00096.3	3658992	3659082	+	91	8	7	6	6	4	5	3	1	2	2	5	2	1	0	0
mdtE	U00096.3	3659232	3660389	+	1158	15	21	13	24	11	7	13	13	8	3	20	6	8	11	8
mdtF	U00096.3	3660414	3663527	+	3114	126	118	58	131	140	69	54	61	42	81	146	51	81	64	49
gadW	U00096.3	3663890	3664618	-	729	8	6	4	23	7	6	4	6	7	2	9	3	3	5	5
gadY	U00096.3	3664864	3664968	+	105	2	1	1	7	3	2	1	2	2	2	4	4	2	2	0
gadX	U00096.3	3664986	3665810	-	825	16	9	15	28	21	27	4	7	10	13	35	16	18	20	12
gadA	U00096.3	3666180	3667580	-	1401	172	110	138	111	157	193	204	180	110	273	648	261	389	457	205
ccp	U00096.3	3667791	3669188	-	1398	24	21	17	56	34	32	77	59	88	62	28	16	25	29	40
treF	U00096.3	3669592	3671241	+	1650	39	18	22	53	27	27	34	35	51	42	43	24	21	29	18
yhjB	U00096.3	3671292	3671894	-	603	6	4	4	11	6	8	3	9	6	4	3	5	7	5	4
yhjC	U00096.3	3672414	3673313	+	900	3	2	4	16	6	4	9	6	8	6	9	12	2	8	5
yhjD	U00096.3	3673362	3674375	+	1014	9	12	14	32	11	7	13	15	18	10	11	4	9	12	4
yhjE	U00096.3	3674786	3676108	+	1323	10	8	7	22	11	13	11	15	13	13	11	12	10	11	4
yhjG	U00096.3	3676290	3678350	-	2061	119	121	92	106	137	62	71	61	65	59	81	42	64	58	41
pdeH	U00096.3	3678420	3679187	-	768	8	16	15	20	9	5	10	10	8	10	4	8	9	11	5
kdgK	U00096.3	3679419	3680348	+	930	16	16	17	24	16	11	20	19	18	25	26	8	25	32	9
yhjJ	U00096.3	3680444	3681940	-	1497	109	130	104	114	172	101	99	137	105	123	146	81	141	261	96
dctA	U00096.3	3682161	3683447	-	1287	587	902	688	542	884	438	411	776	360	673	939	482	691	1620	376
pdeK	U00096.3	3683630	3685618	-	1989	30	30	14	46	36	25	26	30	39	35	20	27	38	44	24
bcsC	U00096.3	3685700	3689173	-	3474	29	19	18	64	38	27	44	48	27	41	47	30	41	45	37
bcsZ	U00096.3	3689155	3690261	-	1107	4	4	2	17	9	8	14	12	5	2	8	5	10	3	8
bcsB	U00096.3	3690268	3692607	-	2340	8	8	5	43	10	7	27	15	15	8	8	18	12	5	8
bcsA	U00096.3	3692618	3695236	-	2619	10	11	18	48	9	21	21	16	15	6	5	24	9	11	18
yhjR	U00096.3	3695997	3696185	-	189	7	10	5	11	13	4	5	9	11	14	7	4	7	16	4
bcsE	U00096.3	3696458	3698029	+	1572	26	31	29	74	48	18	50	35	37	37	25	23	33	26	28
bcsF	U00096.3	3698026	3698217	+	192	0	2	1	8	0	4	1	4	6	1	2	0	1	2	7
bcsG	U00096.3	3698214	3699893	+	1680	8	11	8	46	25	10	23	28	25	26	23	14	11	22	7
ldrD	U00096.3	3699980	3700087	-	108	5	1	0	4	4	7	7	5	11	4	8	4	7	13	1
rdlD	U00096.3	3700136	3700199	+	64	11	0	5	7	8	2	5	5	8	7	4	2	4	9	2
yhjV	U00096.3	3700563	3701834	+	1272	82	50	27	74	111	22	32	32	51	42	68	24	36	86	35
dppF	U00096.3	3701864	3702868	-	1005	307	165	102	120	363	46	70	79	78	127	237	62	56	220	32
dppD	U00096.3	3702865	3703848	-	984	266	161	100	115	357	45	98	99	87	151	259	84	38	287	45
dppC	U00096.3	3703859	3704761	-	903	146	60	42	66	146	14	63	53	35	89	130	37	15	126	21
dppB	U00096.3	3704771	3705790	-	1020	141	68	32	70	181	15	47	49	46	88	142	37	17	119	14
dppA	U00096.3	3706098	3707705	-	1608	2696	1687	1031	1301	3774	290	757	1020	804	1046	2581	630	343	1990	224
proK	U00096.3	3708616	3708692	-	77	3	3	1	2	3	0	3	6	3	5	1	1	2	8	0
eptB	U00096.3	3708784	3710475	-	1692	259	158	101	183	248	199	275	281	291	274	280	212	318	379	202
yhjX	U00096.3	3710799	3712007	-	1209	8	8	6	19	9	7	7	8	12	11	14	12	7	11	4
yhjY	U00096.3	3712236	3712934	-	699	31	35	25	37	39	17	24	26	33	25	38	25	16	42	22
tag	U00096.3	3713092	3713655	+	564	31	38	27	37	46	24	15	40	39	41	43	18	31	63	21
yiaC	U00096.3	3713652	3714092	+	441	21	24	24	16	30	23	27	26	21	28	32	17	21	35	12
bisC	U00096.3	3714061	3716394	-	2334	89	69	56	78	102	84	72	91	88	93	131	58	88	136	56
yiaD	U00096.3	3716547	3717206	+	660	19	11	16	28	25	22	13	19	15	20	14	13	23	32	20
ghrB	U00096.3	3717310	3718284	+	975	43	43	31	43	45	38	43	39	33	51	48	34	38	94	34
yiaF	U00096.3	3718334	3719044	-	711	41	56	27	62	71	44	51	62	46	50	55	49	45	81	40
yiaG	U00096.3	3719478	3719768	+	291	82	76	75	64	79	22	13	21	27	17	36	14	9	24	20
cspA	U00096.3	3720049	3720261	+	213	788	339	202	771	1315	748	1553	1994	1831	1471	960	964	1955	1796	1346
hokA	U00096.3	3720448	3720600	-	153	1	4	3	11	1	2	4	2	3	9	7	5	14	9	20
insJ	U00096.3	3720680	3721201	+	522	9	5	4	17	3	6	10	6	8	9	5	5	12	11	16
insK	U00096.3	3721198	3722049	+	852	27	25	18	41	34	46	58	27	49	40	27	12	41	63	69
glyS	U00096.3	3722328	3724397	-	2070	231	304	197	180	260	217	215	223	210	379	350	154	384	519	198
glyQ	U00096.3	3724407	3725318	-	912	136	139	91	71	137	92	91	95	115	184	160	66	111	234	78
ysaB	U00096.3	3725413	3725712	-	300	3	5	5	12	10	3	4	3	7	5	2	3	3	1	2
wecH	U00096.3	3725887	3726882	+	996	8	5	7	30	12	9	16	8	11	3	6	11	15	11	7
yiaA	U00096.3	3726924	3727361	-	438	0	4	4	12	4	3	5	4	4	4	1	3	3	0	0
yiaB	U00096.3	3727407	3727748	-	342	2	2	2	9	4	1	3	1	7	0	4	6	3	1	2
xylB	U00096.3	3727917	3729371	-	1455	181	104	95	108	150	82	126	143	136	93	174	70	103	110	78
xylA	U00096.3	3729443	3730765	-	1323	45	35	34	58	41	37	43	41	52	30	44	14	38	41	30
xylF	U00096.3	3731131	3732123	+	993	10	15	11	34	6	10	14	15	16	8	13	11	8	8	11
xylG	U00096.3	3732201	3733742	+	1542	6	12	8	39	11	5	14	19	26	9	7	12	8	13	5
xylH	U00096.3	3733720	3734901	+	1182	8	16	9	38	17	18	13	25	21	18	23	9	15	19	11
xylR	U00096.3	3734979	3736157	+	1179	26	13	15	35	32	15	19	25	38	39	38	19	24	30	18
bax	U00096.3	3736353	3737177	-	825	38	36	25	53	46	22	30	43	46	72	52	19	46	112	17
malS	U00096.3	3737497	3739527	+	2031	25	13	12	42	23	16	28	18	16	12	22	13	14	19	16
avtA	U00096.3	3739705	3740958	+	1254	52	34	31	53	65	31	70	58	79	69	89	47	44	117	33
ysaA	U00096.3	3741109	3741582	-	474	11	12	7	14	12	10	19	15	19	19	11	7	14	23	9
yiaJ	U00096.3	3741684	3742532	-	849	26	19	22	29	23	20	23	44	27	24	24	33	37	32	14
yiaK	U00096.3	3742733	3743731	+	999	2	4	9	26	1	4	3	8	4	5	3	10	3	4	2
yiaL	U00096.3	3743743	3744210	+	468	0	1	1	15	1	0	5	3	1	7	4	1	1	3	2
yiaM	U00096.3	3744328	3744801	+	474	4	3	2	9	1	1	4	2	2	0	2	3	5	2	1
yiaN	U00096.3	3744804	3746081	+	1278	3	3	4	38	2	4	8	9	3	4	6	15	5	5	6
yiaO	U00096.3	3746094	3747080	+	987	4	3	2	20	3	7	8	14	8	1	6	10	6	4	2
lyxK	U00096.3	3747084	3748580	+	1497	4	7	7	29	5	9	16	18	10	7	8	8	8	5	11
sgbH	U00096.3	3748577	3749239	+	663	4	4	3	31	5	13	7	5	2	5	8	6	6	5	9
sgbU	U00096.3	3749232	3750092	+	861	3	3	5	13	3	7	9	3	7	3	1	6	4	7	6
sgbE	U00096.3	3750086	3750781	+	696	4	3	4	12	3	2	5	7	5	2	4	1	8	3	6
yiaT	U00096.3	3751128	3751868	-	741	1	4	5	21	1	11	8	11	5	4	1	5	11	5	19
yiaU	U00096.3	3751992	3752966	+	975	7	5	6	36	9	1	11	9	6	4	7	9	8	6	6
yiaV	U00096.3	3752963	3754099	-	1137	7	0	9	32	4	6	13	14	7	5	6	10	6	4	5
yiaW	U00096.3	3754105	3754428	-	324	1	0	0	9	0	1	4	2	2	0	0	0	0	3	2
aldB	U00096.3	3754973	3756511	-	1539	103	93	60	58	108	12	20	32	27	23	44	20	18	30	16
yiaY	U00096.3	3756676	3757827	-	1152	3	4	1	15	3	5	9	12	11	2	3	1	6	6	5
selB	U00096.3	3758017	3759861	-	1845	59	54	43	61	62	52	92	95	86	92	101	34	80	109	48
selA	U00096.3	3759858	3761249	-	1392	65	39	38	61	65	50	77	70	81	79	79	41	71	100	38
yibF	U00096.3	3761347	3761955	-	609	26	30	16	35	30	10	14	19	23	40	32	15	10	38	10
rhsA	U00096.3	3762183	3766316	+	4134	29	24	23	81	28	20	37	50	49	37	35	46	36	36	34
yibA	U00096.3	3766337	3767179	+	843	10	12	15	29	7	11	19	19	19	7	23	15	22	20	20
yibG	U00096.3	3768177	3768638	+	462	1	2	0	8	1	0	5	7	5	2	0	5	3	2	4
yibV	U00096.3	3769345	3769680	+	336	1	0	1	7	4	1	5	3	3	2	2	4	3	0	3
yibH	U00096.3	3770243	3771379	-	1137	5	5	2	15	4	4	7	10	7	6	11	10	10	7	9
yibI	U00096.3	3771382	3771744	-	363	2	0	1	6	4	1	3	1	6	1	4	0	1	0	3
mtlA	U00096.3	3772281	3774194	+	1914	80	93	77	98	118	39	65	95	63	114	155	81	81	165	34
mtlD	U00096.3	3774424	3775572	+	1149	47	46	21	41	59	33	53	42	47	78	89	42	67	108	36
mtlR	U00096.3	3775572	3776159	+	588	46	59	31	41	61	48	74	56	78	108	110	62	70	121	55
yibT	U00096.3	3776171	3776380	-	210	257	187	159	181	233	262	409	253	415	306	431	196	238	350	265
yibL	U00096.3	3776665	3777027	+	363	22	16	18	15	30	20	30	24	31	39	39	18	26	40	15
lldP	U00096.3	3777399	3779054	+	1656	61	128	61	57	94	24	37	46	41	115	173	33	48	349	31
lldR	U00096.3	3779054	3779830	+	777	29	40	21	38	50	22	24	21	32	46	67	22	36	121	17
lldD	U00096.3	3779827	3781017	+	1191	25	17	23	36	21	14	30	15	23	38	62	17	16	99	23
trmL	U00096.3	3781215	3781688	+	474	14	13	16	14	15	15	16	17	14	15	20	12	27	24	15
cysE	U00096.3	3781741	3782562	-	822	53	39	30	48	64	51	67	72	80	81	94	57	95	122	56
gpsA	U00096.3	3782642	3783661	-	1020	90	104	80	73	105	60	89	78	107	147	149	99	129	231	81
secB	U00096.3	3783661	3784128	-	468	73	100	93	56	83	51	82	83	73	128	96	65	92	209	72
grxC	U00096.3	3784191	3784442	-	252	53	70	54	33	65	61	46	66	55	81	73	44	90	137	59
yibN	U00096.3	3784584	3785015	-	432	57	69	56	49	54	42	61	65	51	92	66	48	93	125	73
gpmM	U00096.3	3785260	3786804	+	1545	50	42	25	39	42	43	100	78	118	86	79	69	85	82	66
envC	U00096.3	3786838	3788097	+	1260	31	34	21	31	25	19	41	44	40	57	37	20	38	62	35
yibQ	U00096.3	3788101	3789060	+	960	6	9	8	19	12	16	28	20	16	18	23	19	24	26	9
waaH	U00096.3	3789047	3790081	-	1035	5	3	2	21	9	12	17	9	9	8	5	11	21	10	11
tdh	U00096.3	3790320	3791345	-	1026	149	185	135	109	197	138	183	186	151	223	333	116	201	373	103
kbl	U00096.3	3791355	3792551	-	1197	162	213	136	105	188	115	164	177	152	239	321	95	242	359	140
htrL	U00096.3	3792826	3793683	-	858	16	20	22	37	26	12	54	24	45	25	22	24	33	25	23
rfaD	U00096.3	3793987	3794919	+	933	43	47	26	35	41	41	46	39	47	64	61	39	56	84	28
